412993748019293 0.0031
412993921494138 0.0038
412994094615146 0.0031
412994267767371 0.0038
412994441119609 0.0032
412994614198893 0.0038
412994787325791 0.0033
412994960529012 0.0031
412995133755223 0.0037
412995306882976 0.0031
412995480213364 0.0037
412995653247960 0.0032
412995826401610 0.0038
412995999685353 0.0032
412996173100595 0.0038
412996345992254 0.0033
412996519268872 0.0038
412996692377872 0.0038
412996865336297 0.0038
412997038822865 0.0049
412997211900819 0.0044
412997385161591 0.0057
412997558355141 0.0066
412997731480728 0.0072
412997904713722 0.0066
412998077971625 0.0071
412998251632485 0.0066
412998424273415 0.0071
412998597525960 0.0071
412998770586909 0.0065
412998943788572 0.0072
412999116953014 0.0064
412999290198225 0.0072
412999463416665 0.0065
412999636513220 0.0071
412999809755562 0.0065
412999982939004 0.0071
413000156563208 0.0065
413000329315521 0.0072
413000502499666 0.0071
413000675616342 0.0066
413000848873979 0.0072
413001021994246 0.0065
413001195148162 0.0072
413001368417788 0.0066
413001541546244 0.0072
413001714817808 0.0065
413001887969121 0.0070
413002061063795 0.0065
413002234341515 0.0066
413002407257494 0.0073
413002580650677 0.0065
413002753937422 0.0072
413002927105151 0.0066
413003100212954 0.0072
413003273492061 0.0066
413003446618066 0.0072
413003619770253 0.0065
413003793016927 0.0072
413003966144072 0.0066
413004139324417 0.0066
413004312531001 0.0071
413004485694854 0.0064
413004658913845 0.0072
413004832204371 0.0066
413005005251868 0.0071
413005178455298 0.0064
413005351685176 0.0072
413005525211815 0.0066
413005698218975 0.0072
413005871234210 0.0066
413006044413054 0.0064
413006217598301 0.0073
413006390740171 0.0065
413006563892624 0.0072
413006737392549 0.0065
413006910285519 0.0072
413007083478537 0.0066
413007256723995 0.0072
413007429811202 0.0066
413007603086642 0.0072
413007776274796 0.0071
413007949211675 0.0066
413008122700428 0.0071
413008295785811 0.0066
413008468952818 0.0072
413008642261964 0.0066
413008815370375 0.0072
413008988515608 0.0066
413009161770034 0.0072
413009334910859 0.0066
413009508064034 0.0072
413009681337726 0.0072
413009854432875 0.0066
413010027652740 0.0073
413010200870648 0.0065
413010373994316 0.0072
413010547202952 0.0067
413010720418086 0.0071
413010893548993 0.0067
413011066877120 0.0072
413011240139222 0.0066
413011413061110 0.0072
413011586346525 0.0073
413011759555275 0.0065
413011932655041 0.0071
413012105900708 0.0067
413012279054890 0.0072
413012452210326 0.0065
413012625460458 0.0073
413012798568945 0.0066
413012971769354 0.0073
413013145001740 0.0065
413013318174561 0.0066
413013491111193 0.0072
413013664777829 0.0066
413013837691599 0.0071
413014010938387 0.0066
413014184213181 0.0071
413014357253401 0.0066
413014530453050 0.0071
413014703678672 0.0064
413014876810168 0.0072
413015050146180 0.0066
413015223814065 0.0066
413015396455494 0.0053
413015569602988 0.0033
413015742728974 0.0040
413015915891611 0.0033
413016089166386 0.0039
413016262286387 0.0032
413016435534448 0.0039
413016608717662 0.0033
413016781838157 0.0039
413016955081544 0.0033
413017128272491 0.0032
413017301478657 0.0038
413017474632972 0.0032
413017647727855 0.0039
413017820954617 0.0032
413017994195705 0.0038
413018167318518 0.0032
413018340553355 0.0038
413018513768375 0.0032
